Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2017-2018,Robert Bortuzzo,STL,D,54.7,51.4,78.2,,42.4,38.3,50.2,80.7,25.9,19.3,89.7,63.0,85.6,59.3,16.9,111,119,54,,100.0,151,122,48,181,169,26,90,36,100,203,243,105,172,Third Pair,72.0,1065.7833333333333,4.0,9.0,13.0,3.183760939048141,56.25,53.07032322820261,8474145,D,76.0,206.0,1989-03-18,CAN,2007.0,3.0,78.0,R,28,"[33, 35, 29, 68, 51]","[25, 38, 39, 54, 52]","[54, 64, 67, 72, 83]","['PIT', 'STL', 'STL', 'STL', 'STL']"
2017-2018,Robert Hagg,PHI,D,16.9,33.7,26.7,,30.2,51.0,46.1,47.3,14.8,31.1,96.7,7.4,89.7,49.8,37.4,203,162,179,,121.0,120,132,129,208,142,9,225,26,123,153,243,105,172,Second Pair,70.0,1269.7166666666667,3.0,6.0,9.0,3.0977744620286685,51.64835164835166,47.91438313329327,8477462,D,74.0,210.0,1995-02-08,SWE,2013.0,2.0,41.0,L,22,"[None, None, None, None, 18]","[None, None, None, None, 31]","[None, None, None, None, 27]","[None, None, None, None, 'PHI']"
2017-2018,Roman Josi,NSH,D,88.5,95.1,59.3,68.6,14.5,10.7,74.1,93.4,100.0,78.2,20.6,60.5,81.9,92.6,93.8,29,13,100,34.0,148.0,218,64,17,1,44,194,96,45,19,16,243,105,172,First Pair,75.0,1835.2833333333333,14.0,39.0,53.0,14.890532444041375,59.29203539823009,54.8345222132759,8474600,D,73.0,201.0,1990-06-01,CHE,2008.0,2.0,38.0,L,27,"[91, 93, 73, 90, 83]","[87, 81, 90, 88, 97]","[81, 76, 70, 66, 46]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2017-2018,Roman Polak,TOR,D,21.4,35.4,60.9,,74.4,60.9,44.9,23.0,44.9,4.1,94.7,5.3,76.1,56.8,16.0,192,158,96,,45.0,96,135,188,135,205,14,230,59,106,205,243,105,172,Third Pair,54.0,952.7166666666668,2.0,10.0,12.0,2.0860295141504754,47.540983606557376,49.61278097996735,8471392,D,74.0,240.0,1986-04-28,CZE,2004.0,6.0,180.0,R,31,"[16, 27, 56, 19, 25]","[6, 11, 1, 63, 41]","[69, 63, 88, 54, 46]","['STL', 'TOR', 'SJS', 'TOR', 'TOR']"
2017-2018,Ron Hainsey,TOR,D,90.9,81.5,93.8,,95.9,35.4,28.8,17.7,51.9,37.0,28.8,20.6,55.6,54.3,98.8,23,46,16,,8.0,158,174,201,118,128,174,193,109,112,4,243,105,172,Second Pair,80.0,1749.1833333333334,4.0,19.0,23.0,3.136552673078658,53.78151260504202,49.062454165301304,8468493,D,75.0,201.0,1981-03-24,USA,2000.0,1.0,13.0,L,36,"[98, 92, 89, 95, 82]","[83, 74, 63, 84, 79]","[98, 93, 97, 94, 79]","['CAR', 'CAR', 'CAR', 'PIT', 'TOR']"
2017-2018,Ryan Ellis,NSH,D,96.7,81.9,83.5,8.6,80.8,97.1,98.8,75.3,74.5,99.6,8.6,63.8,93.0,90.5,74.1,9,45,41,97.0,34.0,8,4,61,63,2,223,88,18,24,64,243,105,172,First Pair,44.0,1027.6833333333334,9.0,23.0,32.0,5.649374221751127,63.38028169014085,55.63764244197687,8475176,D,70.0,180.0,1991-01-03,CAN,2009.0,1.0,11.0,R,26,"[90, 85, 98, 97, 93]","[76, 60, 87, 77, 79]","[84, 84, 92, 78, 81]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2017-2018,Ryan McDonagh,TBL,D,97.1,97.1,70.8,96.2,81.4,41.2,59.7,73.3,76.5,87.7,24.3,4.9,88.1,38.7,88.5,8,8,72,5.0,33.0,144,99,66,58,25,185,231,30,150,29,243,105,172,First Pair,63.0,1469.65,4.0,25.0,29.0,5.738933842522654,53.608247422680414,48.42743177727282,8474151,D,73.0,216.0,1989-06-13,USA,2007.0,1.0,12.0,L,28,"[97, 94, 98, 99, 93]","[98, 93, 98, 98, 87]","[71, 66, 70, 79, 62]","['NYR', 'NYR', 'NYR', 'NYR', 'TBL']"
2017-2018,Ryan Murphy,MIN,D,31.7,37.9,27.2,19.0,,45.3,20.2,25.9,34.6,63.0,4.5,83.1,56.0,81.1,63.4,167,152,178,86.0,,134,195,181,160,73,233,42,108,47,90,243,105,172,Second Pair,21.0,399.23333333333335,2.0,3.0,5.0,1.3119266187708913,65.21739130434783,50.023162939629096,8476465,D,71.0,175.0,1993-03-31,CAN,2011.0,1.0,12.0,R,24,"[42, 26, 33, 47, 23]","[45, 39, 43, 50, 29]","[7, 16, 16, 28, 29]","['CAR', 'CAR', 'CAR', 'CAR', 'MIN']"
2017-2018,Ryan Murray,CBJ,D,23.0,12.3,52.3,,78.5,28.8,11.9,24.7,42.0,32.5,11.1,56.0,43.6,75.3,42.0,188,214,117,,38.0,174,215,184,142,139,217,107,138,61,142,243,105,172,Second Pair,44.0,811.2,1.0,11.0,12.0,1.7691247569211805,47.82608695652174,50.4002223522399,8476850,D,73.0,206.0,1993-09-27,CAN,2012.0,1.0,2.0,L,23,"[51, None, 30, 10, 44]","[28, None, 51, 9, 14]","[59, None, 40, 32, 66]","['CBJ', None, 'CBJ', 'CBJ', 'CBJ']"
2017-2018,Ryan Pulock,NYI,D,60.5,46.9,67.1,27.6,,16.9,86.0,97.9,84.0,67.1,62.6,41.6,66.3,13.6,46.1,97,130,81,77.0,,203,35,6,40,65,92,142,83,211,132,243,105,172,Second Pair,68.0,1251.6,10.0,22.0,32.0,8.767500671161748,51.51515151515152,48.13336388106294,8477506,D,73.0,219.0,1994-10-06,CAN,2013.0,1.0,15.0,R,22,"[None, None, None, None, 60]","[None, None, None, None, 43]","[None, None, None, None, 70]","[None, None, None, None, 'NYI']"
2017-2018,Ryan Suter,MIN,D,93.0,27.2,99.6,69.5,83.1,75.7,40.7,12.8,83.5,16.9,3.3,51.4,59.7,99.6,87.7,18,178,2,33.0,30.0,60,145,213,41,175,236,118,99,2,31,243,105,172,First Pair,78.0,2088.633333333333,6.0,45.0,51.0,7.376272785689637,47.78761061946903,55.8089846805481,8470600,D,73.0,201.0,1985-01-21,USA,2003.0,1.0,7.0,L,32,"[75, 81, 87, 91, 90]","[9, 30, 16, 50, 22]","[97, 95, 98, 100, 99]","['MIN', 'MIN', 'MIN', 'MIN', 'MIN']"
2017-2018,Sami Vatanen,NJD,D,75.7,88.9,37.9,90.5,50.0,15.6,23.5,33.3,38.3,32.1,43.6,25.1,53.5,63.8,83.1,60,28,152,11.0,87.0,206,187,163,151,140,138,182,114,89,42,243,105,172,First Pair,72.0,1612.8833333333332,4.0,28.0,32.0,7.761994892780593,48.18181818181818,47.61513719043279,8475222,D,70.0,185.0,1991-06-03,FIN,2009.0,4.0,106.0,R,26,"[83, 93, 83, 81, 64]","[79, 90, 85, 95, 80]","[64, 75, 60, 27, 38]","['ANA', 'ANA', 'ANA', 'ANA', 'NJD']"
2017-2018,Samuel Girard,COL,D,80.2,11.5,49.4,73.3,,80.7,48.6,4.9,9.9,100.0,21.4,86.4,77.0,11.9,29.2,49,216,124,29.0,,48,126,232,220,1,192,34,57,215,173,243,105,172,Third Pair,73.0,1288.3166666666666,4.0,19.0,23.0,3.4020614517904475,50.0,45.8592538051657,8479398,D,70.0,170.0,1998-05-12,CAN,2016.0,2.0,47.0,L,19,"[None, None, None, None, 79]","[None, None, None, None, 10]","[None, None, None, None, 51]","[None, None, None, None, 'COL']"
2017-2018,Scott Harrington,CBJ,D,28.4,26.7,36.6,,56.4,65.8,91.4,43.6,11.5,47.7,74.1,88.5,91.8,61.7,23.0,175,179,155,,76.0,84,22,138,216,102,64,29,21,94,188,243,105,172,Third Pair,32.0,425.5833333333333,2.0,3.0,5.0,1.2648346301515767,51.72413793103448,43.12661559473784,8476449,D,74.0,204.0,1993-03-10,CAN,2011.0,2.0,54.0,L,24,"[None, None, None, None, 28]","[None, None, None, None, 26]","[None, None, None, None, 35]","[None, None, None, None, 'CBJ']"
2017-2018,Scott Mayfield,NYI,D,51.9,61.3,42.8,,43.0,56.0,78.2,75.7,94.2,51.4,70.4,65.4,42.8,11.5,35.0,118,95,140,,99.0,108,54,60,15,93,73,84,140,216,159,243,105,172,Third Pair,47.0,838.7,2.0,10.0,12.0,2.358109071117952,46.15384615384615,47.996976922407555,8476429,D,76.0,215.0,1992-10-14,USA,2011.0,2.0,34.0,R,24,"[None, None, None, 63, 45]","[None, None, None, 60, 66]","[None, None, None, 43, 42]","[None, None, None, 'NYI', 'NYI']"
2017-2018,Sebastian Aho,NYI,D,58.4,38.3,40.7,46.7,,36.2,3.5,46.5,31.3,94.4,13.6,6.2,55.1,14.4,41.2,102,151,145,57.0,,156,228,131,168,13,211,228,110,209,144,243,105,172,Third Pair,22.0,357.4,1.0,3.0,4.0,0.9881533138489894,45.714285714285715,41.84998072608088,8480222,D,70.0,180.0,1996-02-17,SWE,2017.0,5.0,139.0,L,21,"[None, None, None, None, 58]","[None, None, None, None, 35]","[None, None, None, None, 44]","[None, None, None, None, 'NYI']"
2017-2018,Seth Jones,CBJ,D,86.4,74.5,72.8,15.2,84.3,84.4,91.8,93.8,88.1,87.2,20.2,74.1,43.2,79.0,65.4,34,63,67,90.0,28.0,39,21,16,30,26,195,64,139,52,85,243,105,172,First Pair,78.0,1918.95,16.0,41.0,57.0,12.913175289022016,56.88073394495413,53.445887231795986,8477495,D,76.0,213.0,1994-10-03,USA,2013.0,1.0,4.0,R,22,"[45, 67, 81, 75, 90]","[15, 29, 84, 24, 82]","[64, 74, 59, 73, 72]","['NSH', 'NSH', 'CBJ', 'CBJ', 'CBJ']"
2017-2018,Shayne Gostisbehere,PHI,D,77.8,81.1,21.8,76.2,,14.8,67.1,86.4,57.6,98.8,3.7,93.4,50.6,53.9,50.2,55,47,191,26.0,,208,81,34,104,4,235,17,121,113,122,243,105,172,Second Pair,78.0,1673.5166666666669,13.0,52.0,65.0,12.993323839428184,57.99999999999999,54.21002477742858,8476906,D,71.0,183.0,1993-04-20,USA,2012.0,3.0,78.0,L,24,"[None, None, 68, 50, 87]","[None, None, 70, 86, 77]","[None, None, 23, 4, 61]","[None, None, 'PHI', 'PHI', 'PHI']"
2017-2018,Shea Theodore,VGK,D,56.8,60.5,33.3,80.0,,42.0,56.8,91.8,89.7,69.5,4.1,81.9,49.0,36.2,30.0,106,97,163,22.0,,142,106,21,26,61,234,45,125,156,171,243,105,172,Second Pair,61.0,1241.4833333333331,6.0,23.0,29.0,8.040791849526773,50.0,49.15986337614819,8477447,D,74.0,197.0,1995-08-03,CAN,2013.0,1.0,26.0,L,22,"[None, None, 58, 31, 70]","[None, None, 45, 44, 72]","[None, None, 42, 39, 25]","[None, None, 'ANA', 'ANA', 'VGK']"
2017-2018,Shea Weber,MTL,D,91.8,63.4,97.1,9.5,73.3,90.9,96.7,57.6,70.4,54.3,67.1,43.2,7.0,55.6,74.9,21,90,8,96.0,47.0,23,9,104,73,86,81,138,227,109,62,243,105,172,First Pair,26.0,659.05,6.0,10.0,16.0,3.6041871613988015,41.46341463414634,54.56115553432653,8470642,D,76.0,230.0,1985-08-14,CAN,2003.0,2.0,49.0,R,32,"[94, 88, 99, 94, 80]","[83, 83, 92, 47, 59]","[92, 95, 97, 98, 78]","['NSH', 'NSH', 'NSH', 'MTL', 'MTL']"
2017-2018,Slater Koekkoek,TBL,D,42.8,38.7,44.4,,,70.0,96.3,74.5,65.0,60.1,70.0,26.3,49.4,65.8,14.0,140,150,136,,,74,10,63,86,80,74,179,124,84,210,243,105,172,Fringe,35.0,393.23333333333335,4.0,4.0,8.0,1.5324988441647007,54.285714285714285,52.369223470178405,8476886,D,74.0,193.0,1994-02-18,CAN,2012.0,1.0,10.0,L,23,"[None, None, None, 55, 39]","[None, None, None, 46, 37]","[None, None, None, 38, 50]","[None, None, None, 'TBL', 'TBL']"
2017-2018,Stephen Johns,DAL,D,45.3,6.6,84.0,,54.1,93.0,90.5,63.4,2.5,22.2,91.4,34.2,26.7,52.7,27.6,134,228,40,,80.0,18,24,90,238,162,22,160,179,116,177,243,105,172,Third Pair,75.0,1315.85,8.0,7.0,15.0,4.388989094406073,54.285714285714285,49.95041725301425,8475730,D,76.0,225.0,1992-04-18,USA,2010.0,2.0,60.0,R,25,"[None, None, None, 53, 42]","[None, None, None, 49, 2]","[None, None, None, 77, 87]","[None, None, None, 'DAL', 'DAL']"
2017-2018,Steven Kampfer,NYR,D,53.1,34.2,51.9,,40.7,24.3,3.5,58.4,5.8,81.9,91.8,10.7,11.9,21.4,70.0,115,161,118,,103.0,185,228,102,230,36,21,217,215,192,74,243,105,172,Third Pair,22.0,379.5333333333333,0.0,1.0,1.0,1.4187893576657822,33.33333333333333,47.97463480758811,8474000,D,71.0,198.0,1988-09-24,USA,2007.0,4.0,93.0,R,28,"[None, 44, 50, None, 55]","[None, 40, 24, None, 33]","[None, 44, 58, None, 50]","[None, 'FLA', 'FLA', None, 'NYR']"
2017-2018,Steven Santini,NJD,D,38.3,15.2,59.7,,24.4,63.0,67.9,37.9,70.0,62.6,92.6,0.4,63.0,26.3,28.8,151,207,99,,131.0,91,79,152,74,74,19,242,91,180,174,243,105,172,Second Pair,36.0,729.8666666666667,2.0,8.0,10.0,1.593870970439317,51.21951219512195,42.42142943804806,8477463,D,75.0,217.0,1995-03-07,USA,2013.0,2.0,42.0,R,22,"[None, None, None, 43, 38]","[None, None, None, 30, 9]","[None, None, None, 58, 58]","[None, None, None, 'NJD', 'NJD']"
2017-2018,TJ Brodie,CGY,D,76.5,43.6,73.3,14.3,49.4,14.4,20.6,26.7,39.9,98.4,0.8,40.3,20.6,51.0,71.6,58,138,66,91.0,88.0,209,194,179,147,5,242,145,194,120,70,243,105,172,First Pair,73.0,1728.65,4.0,28.0,32.0,5.795471868541512,46.666666666666664,47.709847346795506,8474673,D,74.0,187.0,1990-06-07,CAN,2008.0,4.0,114.0,L,27,"[97, 79, 85, 86, 54]","[71, 21, 82, 24, 40]","[98, 85, 79, 91, 37]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2017-2018,Taylor Chorney,CBJ,D,38.7,37.0,39.1,,39.5,58.0,58.4,4.5,32.1,51.9,56.4,63.4,100.0,15.2,8.2,150,154,149,,105.0,103,102,233,166,92,107,89,1,207,224,243,105,172,Third Pair,25.0,328.45,1.0,3.0,4.0,0.4624283063226515,69.56521739130434,44.578331829083155,8471710,D,72.0,193.0,1987-04-27,CAN,2005.0,2.0,36.0,L,30,"[None, None, 23, None, 42]","[None, None, 45, None, 30]","[None, None, 33, None, 40]","[None, None, 'WSH', None, 'CBJ']"
2017-2018,Thomas Chabot,OTT,D,48.1,37.4,20.2,21.9,,98.8,100.0,77.8,28.4,74.7,28.4,99.6,17.3,7.8,35.4,127,153,195,83.0,,4,1,55,175,51,175,2,202,225,158,243,105,172,Third Pair,63.0,1103.1833333333334,9.0,16.0,25.0,4.326956864040024,43.333333333333336,45.90376141690306,8478469,D,73.0,200.0,1997-01-30,CAN,2015.0,1.0,18.0,L,20,"[None, None, None, None, 49]","[None, None, None, None, 35]","[None, None, None, None, 22]","[None, None, None, None, 'OTT']"
2017-2018,Thomas Hickey,NYI,D,62.6,79.4,13.2,,61.0,39.5,71.6,85.2,85.6,88.1,58.4,49.4,91.4,21.8,45.3,92,51,212,,68.0,148,70,37,36,24,102,123,22,191,134,243,105,172,Second Pair,69.0,1247.0333333333333,5.0,20.0,25.0,4.701056789923289,60.22727272727273,46.49618585435332,8474066,D,72.0,185.0,1989-02-08,CAN,2007.0,1.0,4.0,L,28,"[84, 90, 66, 73, 51]","[91, 92, 75, 87, 74]","[87, 83, 37, 10, 16]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2017-2018,Tim Heed,SJS,D,47.7,50.6,50.2,23.8,,46.5,48.1,79.0,92.6,57.6,2.5,97.1,51.4,41.6,3.3,128,121,122,81.0,,131,127,52,19,82,238,8,119,143,236,243,105,172,Third Pair,29.0,464.56666666666666,3.0,8.0,11.0,2.7848583729192877,55.55555555555556,56.268819883358304,8475841,D,71.0,180.0,1991-01-27,SWE,2010.0,5.0,132.0,R,26,"[None, None, None, None, 49]","[None, None, None, None, 47]","[None, None, None, None, 52]","[None, None, None, None, 'SJS']"
2017-2018,Toby Enstrom,WPG,D,71.6,55.1,90.1,,,40.3,11.5,2.5,21.0,28.8,9.1,50.2,58.0,91.8,90.1,70,110,25,,,146,216,238,193,147,222,121,103,21,25,243,105,172,Third Pair,43.0,732.35,1.0,5.0,6.0,1.054456211005031,58.333333333333336,58.98484554688683,8470828,D,70.0,180.0,1984-11-05,SWE,2003.0,8.0,239.0,L,32,"[59, 80, 67, 69, 71]","[73, 82, 74, 46, 51]","[68, 74, 80, 83, 90]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2017-2018,Tony DeAngelo,NYR,D,41.2,51.0,14.4,64.8,,33.3,38.3,86.8,28.0,86.0,32.9,97.9,1.2,6.6,28.0,144,120,209,38.0,,163,151,33,176,29,164,6,241,228,176,243,105,172,Third Pair,32.0,529.9,0.0,8.0,8.0,2.8497238566390233,32.608695652173914,48.91911543816035,8477950,D,72.0,190.0,1995-10-24,USA,2014.0,1.0,19.0,R,21,"[None, None, None, 34, 54]","[None, None, None, 40, 58]","[None, None, None, 11, 23]","[None, None, None, 'ARI', 'NYR']"
2017-2018,Torey Krug,BOS,D,95.9,98.4,45.7,100.0,,4.5,68.3,92.6,88.5,93.0,33.7,95.5,29.2,77.0,33.7,11,5,133,1.0,,233,78,19,29,15,162,12,173,57,162,243,105,172,Second Pair,76.0,1550.5,14.0,45.0,59.0,11.913019104019513,52.68817204301075,54.48951457188499,8476792,D,69.0,194.0,1991-04-12,USA,,,,L,26,"[87, 95, 77, 99, 94]","[90, 96, 96, 98, 94]","[50, 14, 7, 57, 48]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2017-2018,Travis Dermott,TOR,D,73.7,66.3,54.3,,,29.2,25.1,62.6,95.9,89.5,70.8,68.7,99.2,47.7,0.8,65,83,112,,,173,183,92,11,22,72,76,3,128,242,243,105,172,Third Pair,37.0,591.7833333333333,1.0,12.0,13.0,2.0024461180516666,69.04761904761905,56.85503054833711,8478408,D,72.0,200.0,1996-12-22,CAN,2015.0,2.0,34.0,L,20,"[None, None, None, None, 74]","[None, None, None, None, 65]","[None, None, None, None, 56]","[None, None, None, None, 'TOR']"
2017-2018,Travis Hamonic,CGY,D,31.3,75.7,17.7,,11.6,12.3,30.5,39.1,55.1,46.1,45.3,37.4,14.4,58.0,88.9,168,60,201,,153.0,214,170,149,110,106,134,152,209,103,28,243,105,172,Second Pair,74.0,1531.6666666666667,1.0,10.0,11.0,3.398434076938414,46.06741573033708,47.44759330344275,8474612,D,73.0,193.0,1990-08-16,CAN,2008.0,2.0,53.0,R,27,"[72, 69, 86, 40, 11]","[92, 97, 97, 67, 63]","[78, 16, 37, 22, 14]","['NYI', 'NYI', 'NYI', 'NYI', 'CGY']"
2017-2018,Travis Sanheim,PHI,D,34.2,49.8,56.4,,,27.6,49.4,81.9,80.2,16.5,23.0,92.6,5.3,36.6,6.2,161,123,107,,,177,124,45,49,176,188,19,231,155,229,243,105,172,Third Pair,49.0,763.5833333333334,2.0,8.0,10.0,2.8267872741054423,46.15384615384615,53.93602377700174,8477948,D,76.0,222.0,1996-03-29,CAN,2014.0,1.0,17.0,L,21,"[None, None, None, None, 34]","[None, None, None, None, 46]","[None, None, None, None, 57]","[None, None, None, None, 'PHI']"
2017-2018,Trevor Daley,DET,D,14.4,70.0,4.9,,27.9,79.0,84.8,87.7,8.2,44.4,2.1,29.2,72.4,74.5,89.3,209,74,232,,125.0,52,38,31,224,110,239,172,68,63,27,243,105,172,Second Pair,77.0,1593.6,9.0,7.0,16.0,6.135005182128405,46.15384615384615,47.77220303438672,8470110,D,71.0,199.0,1983-10-09,CAN,2002.0,2.0,43.0,L,33,"[19, 14, 33, 8, 24]","[86, 60, 78, 65, 69]","[12, 1, 16, 3, 6]","['DAL', 'DAL', 'PIT', 'PIT', 'DET']"
2017-2018,Trevor van Riemsdyk,CAR,D,77.4,66.7,84.4,,21.5,27.2,63.8,72.8,57.2,41.6,7.8,79.8,78.2,67.1,26.3,56,82,39,,136.0,178,89,67,105,117,225,50,54,81,180,243,105,172,Third Pair,79.0,1346.9666666666667,3.0,13.0,16.0,4.613752219224447,54.45544554455446,55.07944667641799,8477845,D,75.0,210.0,1991-07-24,USA,,,,R,26,"[None, None, 70, 72, 78]","[None, None, 25, 60, 76]","[None, None, 85, 78, 87]","[None, None, 'CHI', 'CHI', 'CAR']"
2017-2018,Troy Stecher,VAN,D,35.4,44.9,31.7,,59.3,1.6,7.0,44.9,47.3,81.1,50.2,46.5,46.9,0.8,65.8,158,135,167,,71.0,240,227,135,129,38,122,130,130,242,84,243,105,172,Second Pair,68.0,1279.1833333333334,1.0,10.0,11.0,3.713486036145183,46.808510638297875,44.15982874430663,8479442,D,70.0,184.0,1994-04-07,CAN,,,,R,23,"[None, None, None, 37, 38]","[None, None, None, 52, 42]","[None, None, None, 28, 33]","[None, None, None, 'VAN', 'VAN']"
2017-2018,Tucker Poolman,WPG,D,65.8,49.4,49.0,,,58.4,65.0,45.7,14.4,89.5,42.8,75.3,83.1,48.1,0.4,84,124,125,,,102,86,133,209,22,140,61,42,127,243,243,105,172,Fringe,24.0,301.51666666666665,1.0,1.0,2.0,0.7984760176577788,56.25,54.73199352986455,8477359,D,74.0,199.0,1993-06-08,USA,2013.0,5.0,127.0,R,24,"[None, None, None, None, 63]","[None, None, None, None, 46]","[None, None, None, None, 51]","[None, None, None, None, 'WPG']"
2017-2018,Tyler Myers,WPG,D,2.5,10.7,23.9,10.5,2.9,2.1,27.2,70.4,60.9,17.7,14.8,47.7,48.6,78.2,51.4,238,218,186,95.0,168.0,239,178,73,96,173,208,127,126,54,119,243,105,172,Second Pair,82.0,1756.95,6.0,30.0,36.0,8.202792513561379,50.0,50.02557809520831,8474574,D,80.0,229.0,1990-02-01,USA,2008.0,1.0,12.0,R,27,"[42, 4, 2, None, 2]","[42, 17, 10, None, 9]","[50, 13, 44, None, 21]","['BUF', 'WPG', 'WPG', None, 'WPG']"
2017-2018,Tyson Barrie,COL,D,22.6,77.8,1.6,32.4,,82.7,83.5,87.2,95.5,80.2,5.8,91.8,56.4,9.9,75.7,189,55,240,72.0,,43,41,32,12,40,230,21,107,220,60,243,105,172,First Pair,68.0,1543.4,14.0,43.0,57.0,8.82008142887504,51.92307692307693,42.836092358156435,8475197,D,71.0,197.0,1991-07-26,CAN,2009.0,3.0,64.0,R,26,"[75, 83, 81, 57, 4]","[93, 97, 95, 80, 67]","[26, 25, 4, 7, 0]","['COL', 'COL', 'COL', 'COL', 'COL']"
2017-2018,Victor Antipin,BUF,D,51.4,17.7,66.7,38.1,,24.7,3.5,9.5,72.8,78.8,1.6,83.5,16.5,16.5,11.5,119,201,82,66.0,,184,228,221,67,43,240,41,204,204,216,243,105,172,Third Pair,47.0,718.05,0.0,10.0,10.0,1.3297250344239098,43.18181818181818,46.17988830392053,8479755,D,71.0,175.0,1992-12-06,KAZ,,,,L,24,"[None, None, None, None, 55]","[None, None, None, None, 18]","[None, None, None, None, 69]","[None, None, None, None, 'BUF']"
2017-2018,Victor Hedman,TBL,D,94.7,79.0,93.0,65.7,87.8,100.0,99.2,95.9,85.2,49.4,40.3,87.2,92.2,86.0,71.2,14,52,18,37.0,22.0,1,3,11,37,98,146,32,20,35,71,243,105,172,First Pair,77.0,1990.5,17.0,46.0,63.0,12.185369629873922,59.84251968503938,54.288830204910795,8475167,D,79.0,244.0,1990-12-18,SWE,2009.0,1.0,2.0,L,26,"[62, 76, 90, 92, 95]","[72, 61, 90, 39, 84]","[75, 78, 87, 92, 86]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2017-2018,Victor Mete,MTL,D,74.1,65.4,53.1,37.1,,21.4,3.5,21.0,15.2,94.4,9.9,72.4,68.7,32.5,7.8,64,85,115,67.0,,192,228,193,207,13,220,68,77,165,225,243,105,172,Third Pair,49.0,763.7333333333333,0.0,7.0,7.0,2.472390582901094,55.172413793103445,56.078369347415034,8479376,D,69.0,187.0,1998-06-07,CAN,2016.0,4.0,100.0,L,19,"[None, None, None, None, 74]","[None, None, None, None, 64]","[None, None, None, None, 55]","[None, None, None, None, 'MTL']"
2017-2018,Vince Dunn,STL,D,27.2,52.7,23.5,13.3,,4.9,25.9,70.8,25.5,67.1,12.8,91.4,25.9,89.7,8.6,178,116,187,92.0,,232,181,72,182,65,213,22,181,26,223,243,105,172,Third Pair,75.0,1292.3166666666666,5.0,19.0,24.0,5.86657789763628,50.0,52.624093589761344,8478407,D,72.0,200.0,1996-10-29,CAN,2015.0,2.0,56.0,L,20,"[None, None, None, None, 28]","[None, None, None, None, 51]","[None, None, None, None, 25]","[None, None, None, None, 'STL']"
2017-2018,Will Butcher,NJD,D,83.5,88.1,46.9,82.9,,10.3,10.3,28.4,94.7,82.9,2.9,94.7,45.7,30.9,4.1,41,30,130,19.0,,219,219,175,14,35,237,14,133,169,234,243,105,172,Third Pair,81.0,1301.2,5.0,39.0,44.0,5.542456315498317,53.93258426966292,55.57441604234804,8477355,D,70.0,195.0,1995-01-06,USA,2013.0,5.0,123.0,L,22,"[None, None, None, None, 84]","[None, None, None, None, 84]","[None, None, None, None, 49]","[None, None, None, None, 'NJD']"
2017-2018,Xavier Ouellet,DET,D,34.6,29.6,43.6,,11.0,25.1,14.8,56.4,67.5,71.8,39.5,67.9,45.3,25.5,11.9,160,172,138,,154.0,183,208,107,80,56,148,78,134,182,215,243,105,172,Third Pair,45.0,623.6,0.0,7.0,7.0,1.8635218461276832,46.666666666666664,47.9439720620468,8476443,D,72.0,197.0,1993-07-29,FRA,2011.0,2.0,48.0,L,24,"[None, 60, None, 33, 40]","[None, 58, None, 24, 39]","[None, 48, None, 49, 36]","[None, 'DET', None, 'DET', 'DET']"
2017-2018,Yannick Weber,NSH,D,7.0,15.6,16.9,,,21.0,18.1,67.1,49.4,37.4,67.5,93.0,70.4,39.1,9.9,227,206,203,,,193,200,81,124,127,80,18,73,149,220,243,105,172,Fringe,47.0,566.7,2.0,3.0,5.0,2.3338535073694526,51.85185185185185,47.32580668781975,8474134,D,71.0,200.0,1988-09-23,CHE,2007.0,3.0,73.0,R,28,"[15, 12, 13, 3, 20]","[22, 32, 24, 15, 17]","[17, 10, 26, 8, 26]","['VAN', 'VAN', 'VAN', 'NSH', 'NSH']"
2017-2018,Yohann Auvitu,EDM,D,56.0,47.7,42.4,,,69.1,97.9,93.0,43.2,79.8,10.3,99.2,94.2,35.0,21.8,108,128,141,,,76,6,18,139,41,219,3,15,159,191,243,105,172,Third Pair,33.0,447.3333333333333,3.0,6.0,9.0,2.593715823136476,57.77777777777777,52.79716335582657,8479483,D,71.0,187.0,1989-07-27,FRA,,,,L,28,"[None, None, None, 52, 60]","[None, None, None, 42, 54]","[None, None, None, 42, 44]","[None, None, None, 'NJD', 'EDM']"
