Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2017-2018,Chris Tanev,VAN,D,88.9,18.5,97.5,,87.2,61.3,32.9,1.6,16.9,81.5,22.2,9.5,67.9,0.4,99.6,28,199,7,,23.0,95,164,240,203,37,190,220,79,243,2,243,105,172,Second Pair,42.0,830.5833333333333,2.0,9.0,11.0,0.9858121341080562,50.81967213114754,46.1442414137072,8475690,D,75.0,200.0,1989-12-20,CAN,,,,R,27,"[93, 99, 95, 88, 80]","[46, 54, 30, 17, 18]","[95, 98, 99, 97, 94]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2017-2018,Christian Djoos,WSH,D,73.3,80.2,43.2,,,25.5,69.5,94.2,97.5,74.7,7.4,98.8,94.7,19.3,9.1,66,49,139,,,182,75,15,7,51,226,4,14,197,222,243,105,172,Third Pair,63.0,884.1666666666666,3.0,11.0,14.0,3.8350241368518447,57.534246575342465,51.3994764112438,8477043,D,72.0,180.0,1994-08-06,SWE,2012.0,7.0,195.0,L,23,"[None, None, None, None, 73]","[None, None, None, None, 78]","[None, None, None, None, 45]","[None, None, None, None, 'WSH']"
2017-2018,Christian Folin,LAK,D,25.5,21.4,37.0,,37.8,75.3,46.5,3.3,63.4,49.0,93.8,34.6,63.8,74.1,22.6,182,192,154,,108.0,61,131,236,90,99,16,159,89,64,189,243,105,172,Third Pair,65.0,1017.7166666666668,3.0,10.0,13.0,1.4855392512436976,48.52941176470589,51.395420067994834,8477850,D,76.0,204.0,1991-02-09,SWE,,,,R,26,"[None, 59, 46, 14, 41]","[None, 46, 28, 11, 30]","[None, 43, 36, 33, 39]","[None, 'MIN', 'MIN', 'MIN', 'LAK']"
2017-2018,Cody Ceci,OTT,D,13.2,28.0,15.2,,23.8,7.0,45.3,70.0,29.6,64.2,52.7,12.8,28.4,3.3,88.1,212,176,207,,132.0,227,134,74,172,70,116,212,175,236,30,243,105,172,First Pair,82.0,1913.8333333333333,5.0,14.0,19.0,7.424882598868104,41.007194244604314,43.40121551583656,8476879,D,75.0,210.0,1993-12-21,CAN,2012.0,1.0,15.0,R,23,"[62, 75, 65, 20, 5]","[74, 88, 73, 11, 32]","[41, 58, 60, 64, 3]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2017-2018,Cody Franson,CHI,D,64.2,41.6,79.4,52.4,,50.6,47.3,39.9,33.3,39.5,25.9,90.1,17.7,35.8,53.9,88,143,51,51.0,,121,129,147,163,122,181,25,201,157,113,243,105,172,Third Pair,23.0,382.1666666666667,1.0,6.0,7.0,1.9436393393621585,52.63157894736842,53.81387834480357,8471742,D,77.0,224.0,1987-08-08,CAN,2005.0,3.0,79.0,R,30,"[48, 72, 54, 62, 66]","[13, 62, 12, 53, 46]","[78, 81, 73, 91, 66]","['TOR', 'NSH', 'BUF', 'BUF', 'CHI']"
2017-2018,Colin Miller,VGK,D,84.0,85.2,87.2,2.9,38.4,53.9,78.6,71.6,77.8,45.7,73.7,97.5,9.9,44.0,7.4,40,37,32,103.0,107.0,113,53,70,55,107,65,7,220,137,226,243,105,172,Second Pair,82.0,1586.1833333333334,10.0,31.0,41.0,9.289476776066543,50.0,54.26399039333688,8476525,D,73.0,200.0,1992-10-29,CAN,2012.0,5.0,151.0,R,24,"[None, None, 53, 85, 86]","[None, None, 60, 84, 86]","[None, None, 56, 81, 91]","[None, None, 'BOS', 'BOS', 'VGK']"
2017-2018,Colton Parayko,STL,D,92.2,89.3,86.8,21.0,82.0,0.4,14.4,86.0,90.1,97.9,51.0,49.8,37.9,58.8,58.4,20,27,33,84.0,32.0,243,209,35,25,6,120,122,152,101,102,243,105,172,First Pair,82.0,1854.3833333333337,6.0,29.0,35.0,8.458984256194087,46.2962962962963,54.34345142340654,8476892,D,78.0,228.0,1993-05-12,CAN,2012.0,3.0,86.0,R,24,"[None, None, 88, 62, 97]","[None, None, 93, 73, 90]","[None, None, 54, 76, 94]","[None, None, 'STL', 'STL', 'STL']"
2017-2018,Connor Carrick,TOR,D,52.3,68.7,53.5,,,22.6,50.6,55.6,30.5,29.6,66.3,92.2,79.4,68.7,3.7,117,77,114,,,189,121,109,170,145,83,20,51,77,235,243,105,172,Third Pair,47.0,711.3333333333334,4.0,8.0,12.0,2.520241880873027,55.55555555555556,55.9543811586369,8476941,D,70.0,198.0,1994-04-13,USA,2012.0,5.0,137.0,R,23,"[44, None, None, 44, 63]","[67, None, None, 77, 61]","[17, None, None, 30, 70]","['WSH', None, None, 'TOR', 'TOR']"
2017-2018,Connor Murphy,CHI,D,23.5,12.8,69.5,,8.7,2.9,16.5,58.8,49.8,59.7,89.3,25.5,15.2,14.0,61.7,187,213,75,,158.0,237,204,101,123,81,27,181,207,210,94,243,105,172,Third Pair,76.0,1244.3833333333334,2.0,12.0,14.0,4.213367726890067,46.51162790697674,51.14517224573104,8476473,D,76.0,212.0,1993-03-26,USA,2011.0,1.0,20.0,R,24,"[64, 35, 15, 10, 49]","[53, 11, 53, 8, 16]","[55, 42, 29, 72, 73]","['PHX', 'ARI', 'ARI', 'ARI', 'CHI']"
2017-2018,Damon Severson,NJD,D,28.8,80.7,8.6,34.3,,90.5,85.2,76.5,75.7,21.0,29.6,86.0,16.9,14.8,51.9,174,48,223,70.0,,24,37,58,60,165,172,35,203,208,118,243,105,172,Second Pair,76.0,1495.6666666666667,9.0,15.0,24.0,6.046645858873251,47.10743801652893,47.89636898347205,8476923,D,74.0,204.0,1994-08-07,CAN,2012.0,2.0,60.0,R,23,"[None, 29, 31, 17, 41]","[None, 56, 71, 69, 84]","[None, 29, 22, 20, 5]","[None, 'NJD', 'NJD', 'NJD', 'NJD']"
2017-2018,Dan Girardi,TBL,D,7.8,30.9,3.3,,80.2,76.5,51.0,16.0,26.7,60.5,75.7,13.6,87.7,90.1,58.8,225,169,236,,35.0,58,120,205,179,79,60,210,31,25,101,243,105,172,Third Pair,77.0,1338.6666666666667,6.0,12.0,18.0,3.2856952076388923,56.84210526315789,50.69216426437371,8471958,D,73.0,212.0,1984-04-29,CAN,,,,R,33,"[52, 32, 5, 3, 27]","[77, 42, 19, 17, 53]","[46, 13, 3, 2, 6]","['NYR', 'NYR', 'NYR', 'NYR', 'TBL']"
2017-2018,Dan Hamhuis,DAL,D,86.0,62.1,84.8,,99.4,23.5,16.9,10.7,54.7,48.6,31.3,16.9,9.5,60.1,67.5,35,93,38,,2.0,187,203,218,111,100,168,202,221,98,80,243,105,172,Second Pair,80.0,1615.05,3.0,21.0,24.0,2.914680152407532,42.857142857142854,51.6527428806348,8469465,D,73.0,204.0,1982-12-13,CAN,2001.0,1.0,12.0,L,34,"[91, 50, 87, 79, 86]","[57, 34, 74, 72, 47]","[73, 64, 77, 64, 95]","['VAN', 'VAN', 'VAN', 'DAL', 'DAL']"
2017-2018,Danny DeKeyser,DET,D,33.3,2.5,85.2,,83.7,91.4,79.4,18.1,6.2,16.0,34.6,30.0,33.7,44.4,84.4,163,238,37,,29.0,22,51,200,229,177,160,170,162,136,39,243,105,172,Second Pair,65.0,1320.9333333333334,6.0,6.0,12.0,3.0617317736849214,50.0,49.6159057229499,8477215,D,75.0,183.0,1990-03-07,USA,,,,L,27,"[39, 65, 63, 21, 37]","[24, 22, 34, 0, 5]","[53, 88, 76, 90, 82]","['DET', 'DET', 'DET', 'DET', 'DET']"
2017-2018,Darnell Nurse,EDM,D,8.6,54.7,28.4,,15.7,1.2,84.4,96.3,36.6,14.8,72.8,52.7,60.9,63.4,49.8,223,111,175,,146.0,241,39,10,155,180,67,115,96,90,123,243,105,172,First Pair,82.0,1824.4833333333331,6.0,20.0,26.0,9.630553170747056,55.2,50.900570522805346,8477498,D,76.0,215.0,1995-02-04,CAN,2013.0,1.0,7.0,L,22,"[None, None, 3, 18, 12]","[None, None, 9, 28, 72]","[None, None, 20, 23, 32]","[None, None, 'EDM', 'EDM', 'EDM']"
2017-2018,David Savard,CBJ,D,67.5,84.8,80.2,,34.9,54.7,66.3,72.0,71.6,2.5,60.1,29.6,70.8,57.6,59.7,80,38,49,,113.0,111,83,69,70,209,98,171,72,104,99,243,105,172,Second Pair,81.0,1569.7833333333333,4.0,12.0,16.0,4.896764482874215,49.15254237288136,50.62111188360052,8475233,D,73.0,235.0,1990-10-22,CAN,2009.0,4.0,94.0,R,26,"[28, 23, 53, 69, 67]","[12, 13, 48, 82, 85]","[70, 79, 67, 88, 75]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2017-2018,David Schlemko,MTL,D,82.7,77.4,77.0,66.7,55.8,18.9,21.0,27.6,29.2,68.3,49.8,71.6,47.3,31.7,10.3,43,56,57,36.0,77.0,198,193,177,173,64,123,70,129,167,219,243,105,172,Second Pair,37.0,668.4,1.0,4.0,5.0,1.4703310319108227,52.38095238095239,53.35672198143266,8473673,D,73.0,191.0,1987-05-07,CAN,,,,L,30,"[58, 64, 84, 83, 79]","[82, 81, 81, 79, 71]","[40, 41, 72, 81, 73]","['PHX', 'CGY', 'NJD', 'SJS', 'MTL']"
2017-2018,Dennis Seidenberg,NYI,D,6.6,11.9,11.1,,77.9,72.4,19.3,16.5,78.2,36.6,84.8,23.9,72.0,32.9,25.5,228,215,217,,39.0,68,197,204,54,129,38,185,69,164,182,243,105,172,Third Pair,28.0,500.71666666666664,0.0,5.0,5.0,1.2695293712915723,40.909090909090914,40.331239365520624,8469619,D,72.0,199.0,1981-07-18,DEU,2001.0,6.0,172.0,L,36,"[40, 3, 8, 9, 13]","[51, 6, 8, 10, 21]","[15, 7, 15, 13, 13]","['BOS', 'BOS', 'BOS', 'NYI', 'NYI']"
2017-2018,Derek Forbort,LAK,D,18.1,18.9,63.4,,62.8,16.0,12.8,6.2,74.9,7.0,73.3,30.5,74.1,85.6,67.9,200,198,90,,65.0,205,213,229,62,198,66,169,64,36,79,243,105,172,Second Pair,78.0,1621.4666666666667,1.0,17.0,18.0,2.2979512225194614,55.10204081632652,48.10420759115906,8475762,D,76.0,216.0,1992-03-04,USA,2010.0,1.0,15.0,L,25,"[None, None, None, 24, 18]","[None, None, None, 43, 10]","[None, None, None, 44, 77]","[None, None, None, 'LAK', 'LAK']"
2017-2018,Derrick Pouliot,VAN,D,65.0,76.1,58.0,43.8,,22.2,18.5,53.5,46.5,41.2,41.6,88.1,4.9,13.2,25.9,86,59,103,60.0,,190,199,114,131,118,143,30,232,212,181,243,105,172,Third Pair,71.0,1267.4666666666667,3.0,19.0,22.0,4.217119962924487,40.69767441860465,47.74326953984201,8476884,D,72.0,198.0,1994-01-16,CAN,2012.0,1.0,8.0,L,23,"[None, 49, 59, None, 62]","[None, 47, 55, None, 77]","[None, 32, 42, None, 60]","[None, 'PIT', 'PIT', None, 'VAN']"
2017-2018,Deryk Engelland,VGK,D,5.8,3.3,11.9,,86.0,87.2,69.1,42.4,84.4,62.1,71.6,21.0,58.4,48.6,34.6,230,236,215,,25.0,32,76,141,39,75,70,192,102,126,160,243,105,172,Second Pair,79.0,1602.1333333333334,5.0,18.0,23.0,3.876802093984563,50.0,49.14079572166077,8468674,D,74.0,212.0,1982-04-03,CAN,2000.0,6.0,194.0,R,35,"[23, 9, 7, 7, 11]","[9, 5, 3, 0, 7]","[36, 19, 33, 12, 13]","['PIT', 'CGY', 'CGY', 'CGY', 'VGK']"
2017-2018,Dion Phaneuf,LAK,D,1.2,1.6,4.1,60.0,27.3,17.7,27.6,29.6,43.6,38.3,67.9,53.9,30.5,16.9,60.5,241,240,234,43.0,126.0,201,177,172,138,125,79,112,170,203,97,243,105,172,Second Pair,79.0,1579.7666666666669,6.0,20.0,26.0,4.786636297849448,42.70833333333333,41.419544956190805,8470602,D,76.0,222.0,1985-04-10,CAN,2003.0,1.0,9.0,L,32,"[7, 24, 27, 1, 1]","[30, 35, 50, 6, 1]","[38, 17, 20, 5, 4]","['TOR', 'TOR', 'OTT', 'OTT', 'LAK']"
2017-2018,Dmitry Kulikov,WPG,D,26.3,21.0,60.1,,4.7,60.1,37.0,11.1,28.8,51.0,62.1,39.1,24.7,37.9,31.3,180,193,98,,165.0,98,154,217,174,94,93,148,184,152,168,243,105,172,Third Pair,62.0,1058.4666666666667,3.0,8.0,11.0,2.02259399345355,50.0,50.57328620660739,8475179,D,73.0,212.0,1990-10-29,RUS,2009.0,1.0,14.0,L,26,"[30, 52, 14, 13, 52]","[76, 81, 26, 10, 32]","[29, 54, 69, 57, 54]","['FLA', 'FLA', 'FLA', 'BUF', 'WPG']"
2017-2018,Dmitry Orlov,WSH,D,93.4,90.9,69.1,22.9,41.3,96.7,93.0,64.2,69.5,84.8,44.0,32.9,84.8,62.6,60.9,17,23,76,82.0,102.0,9,18,88,75,32,137,163,38,92,96,243,105,172,First Pair,82.0,1896.5666666666664,10.0,21.0,31.0,6.009153473844069,52.75590551181102,50.30360700867851,8475200,D,71.0,215.0,1991-07-23,RUS,2009.0,2.0,55.0,L,26,"[81, None, 91, 74, 96]","[64, None, 83, 94, 88]","[73, None, 64, 65, 72]","['WSH', None, 'WSH', 'WSH', 'WSH']"
2017-2018,Dougie Hamilton,CGY,D,85.6,99.2,30.9,98.1,,95.9,97.5,98.8,89.3,1.6,15.6,62.6,28.0,98.8,90.5,36,3,169,3.0,,11,7,4,27,211,206,91,176,4,24,243,105,172,Second Pair,82.0,1765.5333333333333,17.0,27.0,44.0,14.76400187335091,52.459016393442624,57.41608724438486,8476462,D,78.0,230.0,1993-06-17,CAN,2011.0,1.0,9.0,R,24,"[50, 51, 76, 77, 89]","[75, 79, 86, 97, 99]","[58, 21, 13, 16, 49]","['BOS', 'BOS', 'CGY', 'CGY', 'CGY']"
2017-2018,Drew Doughty,LAK,D,86.8,86.4,83.1,75.2,33.7,70.4,54.3,47.7,62.6,35.0,44.9,48.6,61.3,84.4,92.6,33,34,42,27.0,115.0,73,112,128,92,133,135,125,95,39,19,243,105,172,First Pair,82.0,2200.516666666667,10.0,50.0,60.0,13.172195391450598,54.19847328244275,50.44480230915968,8474563,D,73.0,210.0,1989-12-08,CAN,2008.0,1.0,2.0,R,27,"[86, 76, 94, 84, 78]","[87, 92, 92, 83, 81]","[89, 84, 96, 86, 65]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2017-2018,Duncan Keith,CHI,D,28.0,93.8,4.5,54.3,13.4,0.8,15.2,50.2,52.3,23.9,1.2,66.7,25.1,74.9,97.9,176,16,233,49.0,150.0,242,207,122,117,159,241,81,183,62,6,243,105,172,First Pair,82.0,1953.8166666666664,2.0,30.0,32.0,7.650167571065974,39.31623931623932,48.5530847039082,8470281,D,73.0,192.0,1983-07-16,CAN,2002.0,2.0,54.0,L,34,"[68, 74, 82, 49, 7]","[95, 94, 94, 93, 94]","[20, 11, 41, 9, 2]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2017-2018,Dustin Byfuglien,WPG,D,74.5,98.8,53.9,94.3,26.7,26.7,88.5,99.2,64.6,0.4,49.4,42.8,77.8,83.5,90.9,63,4,113,7.0,127.0,179,29,3,87,214,124,139,55,41,23,243,105,172,First Pair,69.0,1679.3833333333334,8.0,37.0,45.0,11.717457333900656,56.310679611650485,53.29532627378845,8470834,D,77.0,260.0,1985-03-27,USA,2003.0,8.0,245.0,R,32,"[67, 70, 84, 89, 43]","[94, 95, 99, 99, 95]","[14, 14, 9, 55, 65]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2017-2018,Dylan DeMelo,SJS,D,69.1,58.4,64.2,,,13.6,11.1,50.6,98.4,77.8,80.7,38.3,63.4,59.7,23.9,76,102,88,,,211,217,121,5,45,48,150,90,99,186,243,105,172,Third Pair,63.0,894.9666666666667,0.0,20.0,20.0,2.795142482115176,50.70422535211267,52.21446722989518,8476331,D,73.0,194.0,1993-05-01,CAN,2011.0,6.0,179.0,R,24,"[None, None, 68, 61, 72]","[None, None, 54, 45, 67]","[None, None, 61, 52, 71]","[None, None, 'SJS', 'SJS', 'SJS']"
2017-2018,Eric Gryba,EDM,D,32.1,50.2,47.7,,59.9,41.6,15.6,37.0,60.5,18.1,97.9,82.3,18.1,46.1,18.9,166,122,128,,70.0,143,206,154,97,172,6,44,200,132,198,243,105,172,Third Pair,21.0,309.4,0.0,2.0,2.0,0.6587644528061526,51.85185185185185,52.37747674069247,8473468,D,76.0,222.0,1988-04-14,CAN,2006.0,3.0,68.0,R,29,"[65, 16, 20, 26, 42]","[64, 26, 60, 53, 44]","[59, 61, 52, 40, 51]","['OTT', 'OTT', 'EDM', 'EDM', 'EDM']"
2017-2018,Erik Gudbranson,VAN,D,39.9,14.0,48.6,,79.1,57.6,34.6,20.2,41.2,73.3,86.8,31.7,19.8,7.0,65.0,147,210,126,,37.0,104,160,195,144,53,33,166,196,227,86,243,105,172,Second Pair,52.0,957.8833333333332,2.0,3.0,5.0,1.8101130434093573,42.857142857142854,43.262632514214104,8475790,D,77.0,222.0,1992-01-07,CAN,2010.0,1.0,3.0,R,25,"[44, 40, 63, 46, 33]","[31, 24, 21, 31, 6]","[56, 45, 62, 33, 54]","['FLA', 'FLA', 'FLA', 'VAN', 'VAN']"
2017-2018,Erik Gustafsson,CHI,D,69.5,72.8,38.7,53.3,,88.5,98.4,72.4,91.4,70.4,46.9,95.1,69.1,22.6,42.8,75,67,150,50.0,,29,5,68,22,59,130,13,76,189,140,243,105,172,Second Pair,35.0,649.4333333333334,5.0,11.0,16.0,2.869023102990869,55.172413793103445,52.80537512855778,8476979,D,72.0,190.0,1992-03-14,SWE,2012.0,4.0,93.0,L,25,"[70, None, 50, None, 73]","[70, None, 53, None, 74]","[51, None, 28, None, 41]","['PHI', None, 'CHI', None, 'CHI']"
2017-2018,Erik Johnson,COL,D,57.2,72.4,46.1,4.8,9.9,88.9,81.1,79.8,31.7,63.8,51.4,35.8,30.0,9.1,96.7,105,68,132,101.0,156.0,28,47,50,167,71,119,156,171,222,9,243,105,172,First Pair,62.0,1577.05,9.0,16.0,25.0,7.799285099485321,50.0,48.51363718071681,8473446,D,76.0,225.0,1988-03-21,USA,2006.0,1.0,1.0,R,29,"[59, 54, 47, 65, 53]","[95, 71, 80, 71, 70]","[9, 10, 19, 36, 58]","['COL', 'COL', 'COL', 'COL', 'COL']"
2017-2018,Erik Karlsson,OTT,D,96.3,99.6,15.6,83.8,52.9,95.1,89.3,89.3,99.2,97.1,11.9,74.9,13.2,7.4,74.5,10,2,206,18.0,82.0,13,27,27,3,8,215,62,212,226,63,243,105,172,First Pair,71.0,1898.5666666666664,9.0,53.0,62.0,10.068599457416168,42.65734265734265,47.066704450395136,8474578,D,72.0,185.0,1990-05-31,SWE,2008.0,1.0,15.0,R,27,"[99, 99, 97, 98, 91]","[99, 100, 100, 99, 98]","[24, 28, 15, 10, 24]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2017-2018,Esa Lindell,DAL,D,71.2,53.5,75.3,26.7,40.1,73.3,49.8,25.5,20.2,64.6,42.0,37.0,80.7,76.5,68.3,71,114,61,78.0,104.0,66,123,182,195,69,142,153,48,58,78,243,105,172,First Pair,80.0,1766.2833333333333,7.0,20.0,27.0,7.569531845523801,55.85585585585585,54.71579754733382,8476902,D,75.0,217.0,1994-05-23,FIN,2012.0,3.0,74.0,L,23,"[None, None, None, 54, 79]","[None, None, None, 18, 73]","[None, None, None, 60, 84]","[None, None, None, 'DAL', 'DAL']"
2017-2018,Ethan Bear,EDM,D,35.0,46.5,28.0,44.8,,46.9,3.5,6.6,27.2,57.6,23.9,90.9,1.6,53.5,54.7,159,131,176,59.0,,130,228,228,178,82,186,23,240,114,111,243,105,172,Second Pair,18.0,335.3833333333333,1.0,3.0,4.0,0.7598180831273951,29.166666666666668,44.045837061267626,8478451,D,71.0,219.0,1997-06-26,CAN,2015.0,5.0,124.0,R,20,"[None, None, None, None, 37]","[None, None, None, None, 42]","[None, None, None, None, 29]","[None, None, None, None, 'EDM']"
2017-2018,Francois Beauchemin,ANA,D,15.2,16.9,45.3,,79.7,89.3,65.4,23.9,59.3,14.0,37.4,74.5,57.6,10.7,72.8,207,203,134,,36.0,27,85,186,100,182,153,63,104,218,67,243,105,172,Third Pair,67.0,1159.8833333333334,3.0,14.0,17.0,3.639487763755462,54.43037974683544,45.79615553268498,8467400,D,71.0,208.0,1980-06-04,CAN,1998.0,3.0,75.0,L,37,"[56, 41, 40, 33, 6]","[49, 25, 13, 12, 25]","[62, 70, 78, 61, 21]","['ANA', 'ANA', 'COL', 'COL', 'ANA']"
2017-2018,Fredrik Claesson,OTT,D,63.4,20.2,74.9,,50.6,52.3,59.3,14.8,48.6,79.4,93.4,77.8,18.5,30.0,32.1,90,195,62,,86.0,117,100,208,126,42,17,55,199,171,166,243,105,172,Third Pair,64.0,982.0,1.0,6.0,7.0,1.7415715841863169,43.333333333333336,47.166770869653526,8476368,D,73.0,196.0,1992-11-24,SWE,2011.0,5.0,126.0,L,24,"[None, None, 56, 65, 59]","[None, None, 44, 59, 5]","[None, None, 50, 56, 84]","[None, None, 'OTT', 'OTT', 'OTT']"
2017-2018,Greg Pateryn,DAL,D,50.6,20.6,89.7,,37.2,9.5,13.2,38.7,56.0,20.2,84.0,7.0,23.5,72.4,48.1,121,194,26,,109.0,221,212,150,108,167,40,226,187,68,127,243,105,172,Second Pair,73.0,1431.9666666666667,1.0,12.0,13.0,3.3640307189220353,48.78048780487805,53.16161626308919,8474688,D,74.0,221.0,1990-06-20,USA,2008.0,5.0,128.0,R,27,"[None, None, 41, 56, 52]","[None, None, 25, 49, 11]","[None, None, 55, 59, 97]","[None, None, 'MTL', 'DAL', 'DAL']"
2017-2018,Gustav Forsling,CHI,D,39.5,33.3,19.8,42.9,29.1,32.1,44.4,69.1,17.7,92.2,30.9,84.4,58.8,39.5,39.1,148,163,196,61.0,123.0,166,136,76,201,17,169,39,101,148,149,243,105,172,Second Pair,41.0,785.4,3.0,10.0,13.0,3.7706084568401383,43.859649122807014,45.78700150014926,8478055,D,73.0,199.0,1996-06-12,SWE,2014.0,5.0,126.0,L,21,"[None, None, None, 51, 35]","[None, None, None, 38, 33]","[None, None, None, 29, 17]","[None, None, None, 'CHI', 'CHI']"
2017-2018,Gustav Olofsson,MIN,D,46.1,53.9,62.1,,,34.2,3.5,20.6,73.3,31.1,36.6,18.1,70.0,60.5,7.0,132,113,93,,,161,228,194,66,142,155,199,74,97,227,243,105,172,Fringe,41.0,523.7333333333333,0.0,8.0,8.0,1.1276745226386482,51.28205128205128,54.27483849775714,8477467,D,74.0,199.0,1994-12-01,SWE,2013.0,2.0,46.0,L,22,"[None, None, None, None, 46]","[None, None, None, None, 51]","[None, None, None, None, 63]","[None, None, None, None, 'MIN']"
2017-2018,Hampus Lindholm,ANA,D,92.6,91.4,94.7,79.0,29.7,73.7,70.4,58.0,36.2,15.6,45.7,44.4,77.4,90.9,84.8,19,22,14,23.0,122.0,65,73,103,156,178,133,135,56,23,38,243,105,172,First Pair,69.0,1569.05,13.0,18.0,31.0,7.73731365923301,56.43564356435643,53.64101043834104,8476854,D,76.0,217.0,1994-01-20,SWE,2012.0,1.0,6.0,L,23,"[84, 82, 91, 87, 93]","[97, 93, 89, 90, 91]","[28, 35, 90, 89, 93]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2017-2018,Haydn Fleury,CAR,D,2.1,4.5,7.8,,41.9,3.3,3.5,21.4,3.3,40.3,71.2,89.7,41.6,79.8,15.2,239,233,225,,101.0,236,228,192,236,120,71,26,143,50,207,243,105,172,Third Pair,67.0,1125.2666666666669,0.0,8.0,8.0,2.4214892180976864,47.82608695652174,45.21739157973572,8477938,D,76.0,207.0,1996-07-08,CAN,2014.0,1.0,7.0,L,21,"[None, None, None, None, 2]","[None, None, None, None, 3]","[None, None, None, None, 11]","[None, None, None, None, 'CAR']"
2017-2018,Ian Cole,CBJ,D,43.6,60.1,79.0,,85.5,77.8,71.2,49.0,66.7,2.1,79.8,38.7,74.9,82.3,18.1,138,98,52,,26.0,55,71,125,82,210,50,149,62,44,200,243,105,172,Third Pair,67.0,1190.95,5.0,15.0,20.0,3.0689078535621475,54.02298850574713,50.59653730115681,8474013,D,73.0,237.0,1989-02-21,USA,2007.0,1.0,18.0,L,28,"[63, 77, 44, 55, 39]","[65, 85, 67, 69, 53]","[57, 77, 72, 80, 80]","['STL', 'PIT', 'PIT', 'PIT', 'CBJ']"
2017-2018,Ian McCoshen,FLA,D,50.2,25.9,58.4,,44.2,77.4,95.1,7.8,0.8,67.1,77.8,72.0,4.5,24.7,4.9,122,181,102,,97.0,56,13,225,242,65,55,69,233,184,232,243,105,172,Third Pair,38.0,572.8833333333333,3.0,1.0,4.0,1.0242434880608664,38.46153846153847,49.860484685760106,8477452,D,75.0,218.0,1995-08-05,USA,2013.0,2.0,31.0,L,22,"[None, None, None, None, 51]","[None, None, None, None, 25]","[None, None, None, None, 59]","[None, None, None, None, 'FLA']"
2017-2018,Ivan Provorov,PHI,D,48.6,6.2,68.3,1.9,91.9,98.4,95.9,84.4,74.1,52.3,56.8,22.2,44.4,56.0,82.7,126,229,78,104.0,15.0,5,11,39,64,91,106,189,136,108,43,243,105,172,First Pair,82.0,1980.5333333333333,17.0,24.0,41.0,11.736094982183648,54.166666666666664,50.759112586433794,8478500,D,73.0,224.0,1997-01-13,RUS,2015.0,1.0,7.0,L,20,"[None, None, None, 19, 75]","[None, None, None, 6, 12]","[None, None, None, 58, 74]","[None, None, None, 'PHI', 'PHI']"
2017-2018,Jaccob Slavin,CAR,D,99.2,93.4,87.7,,100.0,68.7,52.7,46.1,78.6,96.7,13.2,31.3,21.0,88.1,91.4,3,17,31,,1.0,77,116,132,53,9,212,167,193,30,22,243,105,172,First Pair,82.0,1852.2,8.0,22.0,30.0,7.209748828887178,46.51162790697674,53.81285683930407,8476958,D,75.0,207.0,1994-05-01,USA,2012.0,4.0,120.0,L,23,"[None, None, 90, 96, 99]","[None, None, 85, 93, 93]","[None, None, 49, 82, 92]","[None, None, 'CAR', 'CAR', 'CAR']"
2017-2018,Jack Johnson,CBJ,D,9.9,45.7,13.6,,4.1,53.1,42.0,36.2,23.0,35.8,39.1,19.8,52.3,86.8,60.1,220,133,211,,166.0,115,142,156,188,131,149,195,117,33,98,243,105,172,Second Pair,77.0,1505.0666666666666,3.0,8.0,11.0,4.170706017816897,45.54455445544555,47.899056820949326,8471677,D,74.0,225.0,1987-01-13,USA,2005.0,1.0,3.0,L,30,"[2, 1, 23, 35, 4]","[11, 29, 35, 68, 29]","[3, 4, 17, 21, 14]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'CBJ']"
2017-2018,Jacob Trouba,WPG,D,84.4,89.7,73.7,39.0,60.5,19.3,70.8,90.5,95.1,50.2,48.1,42.0,61.7,82.7,93.4,39,26,65,65.0,69.0,197,72,24,13,96,127,141,94,43,17,243,105,172,Second Pair,55.0,1204.3833333333334,3.0,21.0,24.0,5.486899591384831,55.0561797752809,54.43922956034029,8476885,D,75.0,212.0,1994-02-26,USA,2012.0,1.0,9.0,R,23,"[76, 52, 88, 83, 81]","[78, 77, 95, 88, 86]","[25, 47, 83, 53, 77]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
