Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2016-2017,David Desharnais,EDM,F,34.2,56.5,26.6,1.5,,49.2,40.9,31.6,49.2,59.9,3.3,79.1,69.1,50.1,21.6,278,184,310,270.0,,215,250,289,215,154,408,89,131,211,331,421,273,190,Fourth Line,49.0,610.4666666666667,6.0,8.0,14.0,5.809815070911354,56.41025641025641,49.27528598894055,8471976,C,67.0,180.0,1986-09-14,CAN,,,,L,29,"[81, 32, 21, 58, 25]","[60, 62, 54, 66, 49]","[83, 21, 19, 32, 30]","['MTL', 'MTL', 'MTL', 'MTL', 'EDM']"
2016-2017,David Krejci,BOS,F,52.5,49.4,36.8,72.5,,81.9,53.2,24.5,94.1,30.2,18.3,21.9,21.4,71.3,59.6,201,214,267,76.0,,77,198,319,26,257,345,330,332,122,171,421,273,190,First Line,82.0,1497.6666666666667,23.0,31.0,54.0,18.426767996342882,46.391752577319586,51.22369623060929,8471276,C,72.0,192.0,1986-04-28,CZE,2004.0,2.0,63.0,R,30,"[44, 69, 26, 49, 60]","[41, 50, 33, 24, 62]","[82, 52, 26, 52, 33]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2016-2017,David Pastrnak,BOS,F,91.7,80.0,15.9,71.4,,94.8,96.2,86.2,83.1,98.1,46.6,65.1,54.6,90.0,67.0,36,85,355,79.0,,23,17,59,72,9,226,148,192,43,140,421,273,190,Second Line,75.0,1348.6833333333334,34.0,36.0,70.0,28.294632547124948,55.78947368421052,57.67931923292805,8477956,R,72.0,199.0,1996-05-25,CZE,2014.0,1.0,25.0,R,20,"[None, None, 58, 72, 97]","[None, None, 56, 59, 92]","[None, None, 39, 19, 12]","[None, None, 'BOS', 'BOS', 'BOS']"
2016-2017,David Perron,STL,F,51.8,60.8,92.9,6.6,51.6,45.6,51.1,62.5,39.0,14.5,64.4,20.9,17.6,78.9,86.5,204,166,31,256.0,93.0,230,207,159,258,320,151,334,348,90,58,421,273,190,Second Line,82.0,1418.4333333333334,18.0,28.0,46.0,15.918910828905288,50.0,52.46040362026487,8474102,L,72.0,202.0,1988-05-28,CAN,2007.0,1.0,26.0,R,28,"[36, 47, 58, 18, 68]","[48, 53, 57, 64, 58]","[33, 50, 86, 73, 95]","['STL', 'EDM', 'PIT', 'ANA', 'STL']"
2016-2017,Denis Malgin,FLA,F,62.9,26.1,43.5,36.6,,41.3,16.4,23.3,5.5,94.8,43.5,94.3,87.9,13.1,15.9,157,312,239,174.0,,248,353,324,399,23,239,25,52,367,355,421,273,190,Fourth Line,47.0,528.2,6.0,4.0,10.0,5.6203304374900105,40.74074074074074,45.80894087532697,8478843,C,69.0,182.0,1997-01-18,CHE,2015.0,4.0,102.0,R,19,"[None, None, None, None, 64]","[None, None, None, None, 29]","[None, None, None, None, 43]","[None, None, None, None, 'FLA']"
2016-2017,Dennis Rasmussen,CHI,F,54.9,36.3,69.4,,74.7,29.7,26.6,37.5,16.4,72.9,71.0,80.0,83.4,52.5,13.5,191,269,130,,49.0,297,310,264,353,108,123,85,71,201,365,421,273,190,Fourth Line,68.0,804.2333333333333,4.0,4.0,8.0,6.958759343009378,43.24324324324324,52.5367980321118,8477929,C,75.0,192.0,1990-07-03,SWE,,,,L,26,"[None, None, None, 56, 54]","[None, None, None, 37, 37]","[None, None, None, 60, 75]","[None, None, None, 'CHI', 'CHI']"
2016-2017,Derek Grant,BUF,F,10.2,30.4,41.1,,50.0,22.1,0.5,46.3,34.4,13.8,43.0,91.0,96.2,7.6,1.2,379,294,249,,96.0,329,419,227,277,322,241,39,17,390,417,421,273,190,Fourth Line,46.0,448.96666666666664,0.0,4.0,4.0,4.296386119386245,35.294117647058826,46.06195533948455,8474683,C,75.0,210.0,1990-04-20,CAN,2008.0,4.0,119.0,L,26,"[None, None, None, None, 13]","[None, None, None, None, 32]","[None, None, None, None, 41]","[None, None, None, None, 'BUF']"
2016-2017,Derek MacKenzie,FLA,F,19.5,0.7,84.8,,94.2,26.6,11.6,6.9,6.4,40.9,92.9,47.5,61.8,25.9,17.8,340,419,65,,12.0,310,373,393,395,226,31,222,162,313,347,421,273,190,Fourth Line,82.0,1030.3166666666666,6.0,10.0,16.0,8.20676342644087,34.69387755102041,40.23403901917804,8468001,C,71.0,177.0,1981-06-11,CAN,1999.0,5.0,128.0,L,35,"[42, 32, 23, 57, 8]","[8, 24, 6, 6, 0]","[67, 79, 85, 90, 77]","['CBJ', 'CBJ', 'FLA', 'FLA', 'FLA']"
2016-2017,Derek Ryan,CAR,F,24.7,41.8,52.0,39.9,,32.1,15.4,20.2,64.6,26.8,23.5,77.7,54.4,37.3,25.9,318,246,203,165.0,,287,357,337,150,270,323,95,193,265,313,421,273,190,Third Line,67.0,997.7333333333332,11.0,18.0,29.0,10.47854288655489,46.774193548387096,49.73645773790887,8478585,C,70.0,185.0,1986-12-29,USA,,,,R,29,"[None, None, None, None, 29]","[None, None, None, None, 43]","[None, None, None, None, 52]","[None, None, None, None, 'CAR']"
2016-2017,Derek Stepan,NYR,F,77.7,85.7,72.4,50.2,85.8,35.4,48.2,58.2,93.3,34.0,10.5,26.8,26.6,66.5,95.2,95,61,117,137.0,28.0,273,219,177,29,249,378,309,310,142,21,421,273,190,First Line,81.0,1507.2833333333333,17.0,38.0,55.0,16.6844028935192,58.75,52.34231445944803,8474613,C,71.0,196.0,1990-06-18,USA,2008.0,2.0,51.0,R,26,"[86, 89, 74, 78, 76]","[97, 89, 83, 87, 82]","[68, 59, 55, 46, 83]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2016-2017,Derick Brassard,OTT,F,53.0,59.6,60.1,50.5,,33.7,50.1,62.0,72.9,42.0,46.1,32.8,8.1,46.8,76.2,199,171,169,136.0,,280,211,161,115,221,228,284,388,225,101,421,273,190,Second Line,81.0,1407.6833333333334,14.0,25.0,39.0,18.270881812827472,56.04395604395605,53.414224294166765,8473544,C,73.0,200.0,1987-09-22,CAN,2006.0,1.0,6.0,L,28,"[61, 34, 71, 54, 46]","[8, 36, 63, 26, 70]","[73, 33, 56, 36, 74]","['NYR', 'NYR', 'NYR', 'NYR', 'OTT']"
2016-2017,Devante Smith-Pelly,NJD,F,17.3,7.4,31.8,16.1,33.2,70.5,61.3,35.9,4.8,59.1,82.2,62.9,70.1,25.7,48.5,349,391,288,230.0,128.0,125,164,271,402,157,76,157,127,314,218,421,273,190,Third Line,53.0,715.8333333333334,4.0,5.0,9.0,6.963362791749833,26.47058823529412,40.52414038490941,8475758,R,72.0,223.0,1992-06-14,CAN,2010.0,2.0,42.0,R,24,"[None, None, 8, 44, 15]","[None, None, 7, 10, 8]","[None, None, 28, 39, 32]","[None, None, 'MTL', 'NJD', 'NJD']"
2016-2017,Devin Setoguchi,LAK,F,52.0,55.6,58.4,,,22.6,24.5,71.0,44.7,61.9,63.2,89.5,80.0,83.6,48.2,203,188,176,,,327,319,123,234,149,156,45,85,70,219,421,273,190,Fourth Line,45.0,559.8833333333333,4.0,8.0,12.0,6.45505156933418,47.368421052631575,57.17922465317218,8471682,R,72.0,205.0,1987-01-01,CAN,2005.0,1.0,8.0,R,29,"[67, 79, None, None, 52]","[83, 80, None, None, 57]","[42, 86, None, None, 60]","['MIN', 'WPG', None, None, 'LAK']"
2016-2017,Devin Shore,DAL,F,59.4,48.0,56.5,46.9,,22.8,62.5,75.5,62.5,82.1,17.8,15.2,30.9,27.8,29.5,172,220,184,146.0,,326,159,104,159,74,347,358,292,305,298,421,273,190,Third Line,82.0,1159.1166666666666,13.0,20.0,33.0,17.086482643277545,50.74626865671642,50.608409409722285,8476913,C,73.0,206.0,1994-07-19,CAN,2012.0,2.0,61.0,L,22,"[None, None, None, None, 60]","[None, None, None, None, 48]","[None, None, None, None, 57]","[None, None, None, None, 'DAL']"
2016-2017,Dmitrij Jaskin,STL,F,53.9,43.5,88.6,,,10.5,5.7,36.8,38.5,55.6,88.8,71.0,73.9,65.1,41.1,195,239,49,,,378,398,267,260,172,48,123,111,148,249,421,273,190,Fourth Line,51.0,589.2,1.0,10.0,11.0,5.470008249088319,56.25,54.63753378084253,8476436,R,74.0,216.0,1993-03-23,RUS,2011.0,2.0,41.0,L,23,"[None, None, 68, 48, 55]","[None, None, 48, 52, 35]","[None, None, 81, 83, 86]","[None, None, 'STL', 'STL', 'STL']"
2016-2017,Dominic Moore,BOS,F,5.9,5.9,33.7,,68.9,37.8,20.0,15.0,31.1,20.2,39.4,1.7,43.9,44.4,16.9,397,397,280,,60.0,263,338,359,291,297,256,415,237,235,351,421,273,190,Fourth Line,82.0,1061.2166666666667,11.0,14.0,25.0,9.196673273891363,42.857142857142854,47.8742565495168,8468575,C,72.0,192.0,1980-08-03,CAN,2000.0,3.0,95.0,L,36,"[None, 49, 37, 15, 3]","[None, 24, 26, 12, 2]","[None, 75, 62, 29, 36]","[None, 'NYR', 'NYR', 'NYR', 'BOS']"
2016-2017,Drake Caggiula,EDM,F,54.6,39.9,63.7,31.1,,10.9,27.8,69.8,19.0,81.5,77.0,73.4,73.4,20.9,2.6,192,254,154,189.0,,376,305,128,342,76,98,113,113,334,411,421,273,190,Fourth Line,60.0,794.1166666666667,7.0,11.0,18.0,11.88652660302758,51.21951219512195,49.159898401752,8479465,L,70.0,179.0,1994-06-20,CAN,,,,L,22,"[None, None, None, None, 55]","[None, None, None, None, 41]","[None, None, None, None, 65]","[None, None, None, None, 'EDM']"
2016-2017,Drew Miller,DET,F,7.6,11.2,67.5,,3.7,45.8,22.8,13.5,1.2,18.3,79.6,81.0,91.9,4.8,39.7,390,375,138,,184.0,229,326,365,417,305,87,81,35,402,255,421,273,190,Fourth Line,55.0,565.4833333333333,5.0,2.0,7.0,3.441393979737085,32.142857142857146,42.39928557505574,8470778,L,74.0,183.0,1984-02-17,USA,2003.0,6.0,186.0,L,32,"[38, 58, 9, 28, 5]","[14, 44, 7, 20, 10]","[90, 96, 83, 63, 64]","['DET', 'DET', 'DET', 'DET', 'DET']"
2016-2017,Drew Stafford,BOS,F,2.1,19.5,7.6,11.4,,63.2,38.7,34.0,63.4,15.0,38.0,51.5,52.5,76.2,52.5,413,340,390,243.0,,156,259,279,155,318,262,205,201,101,201,421,273,190,Third Line,58.0,788.85,8.0,13.0,21.0,8.178671237566613,56.25,49.19482297477618,8471226,R,74.0,215.0,1985-10-30,USA,2004.0,1.0,13.0,R,30,"[9, 14, 27, 7, 1]","[38, 33, 25, 39, 14]","[3, 8, 5, 10, 8]","['BUF', 'BUF', 'WPG', 'WPG', 'BOS']"
2016-2017,Dustin Brown,LAK,F,73.4,61.3,82.2,16.8,66.3,0.5,29.2,86.5,48.7,97.4,91.0,29.2,14.3,94.8,44.7,113,164,76,228.0,65.0,420,299,58,217,12,39,299,362,23,234,421,273,190,Second Line,80.0,1280.0166666666669,14.0,22.0,36.0,17.686654148269035,48.10126582278481,56.11557510675724,8470606,R,72.0,205.0,1984-11-04,USA,2003.0,1.0,13.0,R,31,"[88, 72, 78, 65, 75]","[53, 44, 28, 60, 66]","[64, 79, 84, 92, 71]","['LAK', 'LAK', 'LAK', 'LAK', 'LAK']"
2016-2017,Dwight King,MTL,F,10.7,38.0,17.3,,75.8,59.6,44.2,19.5,14.0,19.2,69.6,64.8,49.6,90.3,35.2,377,262,349,,47.0,171,236,340,363,301,129,149,213,42,274,421,273,190,Third Line,80.0,1152.5333333333333,9.0,7.0,16.0,9.521826612175223,47.69230769230769,47.612793041048235,8474100,L,76.0,229.0,1989-07-05,CAN,2007.0,4.0,109.0,L,27,"[72, 75, 56, 12, 10]","[64, 81, 78, 49, 14]","[77, 41, 29, 20, 15]","['LAK', 'LAK', 'LAK', 'LAK', 'MTL']"
2016-2017,Dylan Larkin,DET,F,55.6,46.1,6.7,57.5,,86.0,68.4,56.3,50.4,90.5,32.1,25.7,14.0,29.5,66.0,188,228,394,117.0,,60,134,185,210,40,287,314,363,298,144,421,273,190,Second Line,80.0,1292.2333333333331,17.0,15.0,32.0,16.55871992478557,37.80487804878049,43.629325246890424,8477946,C,73.0,204.0,1996-07-30,USA,2014.0,1.0,15.0,L,20,"[None, None, None, 80, 17]","[None, None, None, 63, 18]","[None, None, None, 18, 4]","[None, None, None, 'DET', 'DET']"
2016-2017,Elias Lindholm,CAR,F,38.7,68.6,10.7,52.0,81.1,3.1,37.3,69.4,87.4,68.2,55.6,25.4,14.5,81.0,78.4,259,133,377,132.0,37.0,409,265,130,54,128,188,315,361,81,92,421,273,190,First Line,72.0,1309.05,13.0,36.0,49.0,19.41632116406449,48.38709677419355,52.11053129465137,8477496,C,73.0,200.0,1994-12-02,SWE,2013.0,1.0,5.0,R,21,"[None, 12, 19, 34, 54]","[None, 32, 51, 75, 66]","[None, 10, 9, 18, 10]","[None, 'CAR', 'CAR', 'CAR', 'CAR']"
2016-2017,Eric Fehr,TOR,F,47.3,54.6,87.9,,24.2,39.4,40.1,67.9,22.1,25.9,72.9,32.3,81.9,71.0,37.8,223,192,52,,145.0,256,253,136,329,273,115,286,77,123,263,421,273,190,Fourth Line,53.0,579.1833333333333,6.0,5.0,11.0,6.847680766531282,53.57142857142857,51.161108099053386,8470611,C,76.0,209.0,1985-09-07,CAN,2003.0,1.0,18.0,R,30,"[87, 71, 88, 58, 21]","[68, 73, 75, 50, 48]","[88, 91, 89, 91, 79]","['WSH', 'WSH', 'WSH', 'PIT', 'TOR']"
2016-2017,Eric Staal,MIN,F,88.4,99.5,3.6,75.5,48.9,12.8,71.3,84.3,57.5,65.8,18.1,10.0,1.2,85.5,74.6,50,3,407,68.0,98.0,368,122,67,180,136,346,380,417,62,108,421,273,190,First Line,82.0,1525.8,28.0,37.0,65.0,23.015969219408955,55.10204081632652,55.9138733251833,8470595,C,76.0,195.0,1984-10-29,CAN,2003.0,1.0,2.0,L,31,"[34, 22, 83, 85, 90]","[96, 96, 99, 100, 98]","[0, 1, 4, 3, 5]","['CAR', 'CAR', 'CAR', 'NYR', 'MIN']"
2016-2017,Erik Haula,MIN,F,46.1,13.5,81.7,,34.7,88.1,81.7,45.6,47.3,35.4,27.3,39.9,52.7,88.1,34.7,228,365,78,,125.0,51,78,230,223,243,307,254,200,51,276,421,273,190,Third Line,72.0,994.55,15.0,11.0,26.0,11.389362583591247,52.17391304347826,56.48634624576342,8475287,L,71.0,191.0,1991-03-23,FIN,2009.0,7.0,182.0,L,25,"[None, 19, 38, 22, 65]","[None, 19, 15, 6, 31]","[None, 47, 75, 72, 84]","[None, 'MIN', 'MIN', 'MIN', 'MIN']"
2016-2017,Evan Rodrigues,BUF,F,34.0,17.6,51.1,,38.9,54.6,33.7,11.6,18.3,61.9,8.6,97.9,94.8,12.4,13.8,279,348,207,,117.0,192,280,373,345,149,386,10,23,370,364,421,273,190,Fourth Line,30.0,387.75,4.0,2.0,6.0,2.964151417328699,31.57894736842105,42.53737100300331,8478542,C,71.0,182.0,1993-07-28,CAN,,,,R,23,"[None, None, None, None, 38]","[None, None, None, None, 19]","[None, None, None, None, 51]","[None, None, None, None, 'BUF']"
2016-2017,Evander Kane,BUF,F,39.0,90.5,5.5,1.8,7.4,96.2,93.1,88.6,10.9,3.3,74.8,45.6,29.5,20.4,72.2,258,41,399,269.0,177.0,17,30,49,376,365,107,230,298,336,118,421,273,190,First Line,70.0,1344.1333333333334,28.0,15.0,43.0,19.765194011251626,42.22222222222222,46.46919078320944,8475169,L,74.0,218.0,1991-08-02,CAN,2009.0,1.0,4.0,L,25,"[78, 40, 16, 45, 48]","[94, 87, 79, 91, 90]","[4, 14, 19, 6, 4]","['WPG', 'WPG', 'WPG', 'BUF', 'BUF']"
2016-2017,Evgeni Malkin,PIT,F,94.8,93.1,45.4,96.7,,97.6,97.6,83.1,95.5,5.9,19.0,75.3,47.0,71.7,72.9,23,30,231,10.0,,11,11,72,20,354,342,105,224,120,115,421,273,190,First Line,62.0,1154.3833333333332,33.0,39.0,72.0,20.78595332048154,62.35294117647059,54.685264406466935,8471215,C,77.0,213.0,1986-07-31,RUS,2004.0,1.0,2.0,L,30,"[94, 93, 97, 93, 88]","[95, 89, 97, 89, 91]","[57, 16, 28, 50, 49]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2016-2017,Evgeny Kuznetsov,WSH,F,60.8,62.0,24.5,60.4,,58.9,57.0,60.8,98.6,75.8,17.3,26.6,11.6,89.3,48.7,166,161,319,109.0,,174,182,166,7,98,349,310,373,46,217,421,273,190,Second Line,82.0,1390.1666666666667,19.0,40.0,59.0,18.896818794529853,61.458333333333336,52.05752035354363,8475744,C,74.0,207.0,1992-05-19,RUS,2010.0,1.0,26.0,L,24,"[None, None, 30, 76, 55]","[None, None, 17, 79, 50]","[None, None, 29, 20, 30]","[None, None, 'WSH', 'WSH', 'WSH']"
2016-2017,Filip Forsberg,NSH,F,92.2,84.3,42.0,37.0,91.1,96.9,96.7,91.4,71.7,84.1,51.3,48.7,7.6,96.9,87.2,34,67,245,173.0,18.0,14,15,37,120,66,206,217,390,14,55,421,273,190,First Line,82.0,1518.4833333333331,31.0,27.0,58.0,25.539981254739182,52.57731958762887,52.56021162538871,8476887,L,73.0,205.0,1994-08-13,SWE,2012.0,1.0,11.0,R,22,"[None, None, 86, 96, 83]","[None, None, 68, 86, 83]","[None, None, 63, 68, 24]","[None, None, 'NSH', 'NSH', 'NSH']"
2016-2017,Frank Vatrano,BOS,F,37.8,33.3,62.5,42.9,,55.3,80.0,88.8,10.5,43.3,67.5,93.6,85.3,57.0,12.6,263,282,159,157.0,,189,85,48,378,216,138,28,63,182,369,421,273,190,Fourth Line,44.0,593.0166666666667,10.0,8.0,18.0,9.367393990347429,47.22222222222222,53.961540282834065,8478366,R,71.0,203.0,1994-03-14,USA,,,,L,22,"[None, None, None, 35, 48]","[None, None, None, 29, 40]","[None, None, None, 61, 64]","[None, None, None, 'BOS', 'BOS']"
2016-2017,Frans Nielsen,DET,F,85.3,74.6,76.2,84.6,25.3,53.4,49.2,44.2,47.5,80.0,34.7,42.8,30.2,38.2,69.6,63,108,101,43.0,143.0,197,215,236,222,82,276,242,295,261,129,421,273,190,Second Line,79.0,1354.6833333333334,17.0,24.0,41.0,15.438527343255789,43.75,51.261721620906485,8470144,C,73.0,186.0,1984-04-24,DNK,2002.0,3.0,87.0,L,32,"[29, 81, 82, 75, 89]","[58, 63, 69, 71, 75]","[76, 34, 73, 53, 83]","['NYI', 'NYI', 'NYI', 'NYI', 'DET']"
2016-2017,Gabriel Dumont,TBL,F,49.9,32.5,61.8,,,36.8,11.4,47.0,16.9,74.3,96.4,78.4,94.5,38.5,19.7,212,285,162,,,267,374,224,351,103,16,92,24,260,339,421,273,190,Fourth Line,39.0,377.1166666666667,2.0,2.0,4.0,3.6215777259182955,50.0,51.8554589980676,8475254,C,70.0,195.0,1990-10-06,CAN,2009.0,5.0,139.0,R,25,"[None, None, None, None, 51]","[None, None, None, None, 34]","[None, None, None, None, 63]","[None, None, None, None, 'TBL']"
2016-2017,Gabriel Landeskog,COL,F,79.8,65.8,99.3,0.7,63.7,86.9,52.5,15.9,51.1,29.9,70.1,17.1,18.3,12.6,99.8,86,145,4,272.0,70.0,56,201,355,207,258,127,350,345,369,2,421,273,190,First Line,72.0,1352.2666666666669,18.0,15.0,33.0,16.550120014871226,37.66233766233766,50.4439955225793,8476455,L,73.0,215.0,1992-11-23,SWE,2011.0,1.0,2.0,L,23,"[77, 81, 84, 74, 80]","[76, 84, 85, 60, 62]","[68, 97, 97, 95, 99]","['COL', 'COL', 'COL', 'COL', 'COL']"
2016-2017,Greg McKegg,TBL,F,16.6,11.9,43.7,,,56.8,19.7,0.7,32.3,39.9,69.4,80.5,91.7,12.8,14.3,352,372,238,,,183,339,419,286,227,130,83,36,368,362,421,273,190,Fourth Line,46.0,455.51666666666665,3.0,4.0,7.0,2.5210282416353196,48.38709677419355,41.181732318646915,8475735,C,72.0,195.0,1992-06-17,CAN,2010.0,3.0,62.0,L,24,"[None, None, None, None, 19]","[None, None, None, None, 13]","[None, None, None, None, 43]","[None, None, None, None, 'TBL']"
2016-2017,Gustav Nyquist,DET,F,72.7,74.3,49.6,66.3,,13.5,38.0,65.6,93.8,76.0,21.1,43.5,24.2,48.5,60.3,116,109,213,93.0,,365,262,146,27,97,333,239,320,218,168,421,273,190,Second Line,76.0,1325.0333333333333,12.0,36.0,48.0,18.980273779835006,55.208333333333336,50.92914652929209,8474679,R,71.0,180.0,1989-09-01,SWE,2008.0,4.0,121.0,L,27,"[50, 88, 90, 63, 71]","[57, 66, 69, 70, 75]","[54, 87, 59, 74, 29]","['DET', 'DET', 'DET', 'DET', 'DET']"
2016-2017,Henrik Sedin,VAN,F,59.1,53.2,71.5,83.2,,70.8,18.8,1.4,80.3,18.8,0.5,24.0,4.0,20.7,98.3,173,198,121,47.0,,124,343,416,84,303,420,321,405,335,8,421,273,190,First Line,82.0,1561.3333333333333,15.0,35.0,50.0,9.735531963611267,41.48936170212766,42.58934156234114,8467876,C,74.0,183.0,1980-09-26,SWE,1999.0,1.0,3.0,L,35,"[96, 88, 88, 72, 34]","[93, 77, 71, 74, 15]","[96, 75, 94, 76, 55]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2016-2017,Henrik Zetterberg,DET,F,93.3,94.1,41.3,92.7,,51.8,44.4,19.2,93.6,67.2,14.7,9.0,0.5,39.2,88.1,29,26,248,21.0,,204,235,341,28,130,360,384,420,257,51,421,273,190,First Line,82.0,1616.8,17.0,51.0,68.0,14.712234506496113,60.57692307692307,53.8405664636611,8468083,C,72.0,197.0,1980-10-09,SWE,1999.0,7.0,210.0,L,35,"[83, 91, 84, 77, 96]","[93, 84, 92, 93, 92]","[7, 54, 25, 12, 79]","['DET', 'DET', 'DET', 'DET', 'DET']"
2016-2017,Ivan Barbashev,STL,F,41.8,22.1,55.3,34.1,,62.5,86.9,12.6,88.4,61.9,67.2,94.8,97.4,34.7,0.2,246,329,189,181.0,,159,56,369,50,149,139,23,12,276,421,421,273,190,Fourth Line,30.0,353.73333333333335,5.0,7.0,12.0,2.690811493924683,63.63636363636363,52.26905834523995,8477964,L,72.0,203.0,1995-12-14,RUS,2014.0,2.0,33.0,L,20,"[None, None, None, None, 43]","[None, None, None, None, 24]","[None, None, None, None, 55]","[None, None, None, None, 'STL']"
2016-2017,J.T. Compher,COL,F,28.0,19.7,55.1,19.4,38.4,50.6,28.3,10.0,11.6,45.2,20.9,97.1,100.0,16.9,6.7,304,339,190,221.0,118.0,209,303,380,373,211,334,13,1,351,394,421,273,190,Third Line,21.0,313.51666666666665,3.0,2.0,5.0,2.8604096238778247,42.857142857142854,47.70805333333835,8477456,L,72.0,191.0,1995-04-08,USA,2013.0,2.0,35.0,R,21,"[None, None, None, None, 30]","[None, None, None, None, 22]","[None, None, None, None, 55]","[None, None, None, None, 'COL']"
2016-2017,J.T. Miller,NYR,F,46.8,57.0,23.5,10.6,7.9,91.0,78.1,43.9,79.3,51.5,70.5,16.6,28.3,27.6,56.1,225,182,323,245.0,176.0,39,93,237,88,187,125,352,303,306,186,421,273,190,Second Line,82.0,1342.05,22.0,34.0,56.0,17.098854975515078,54.11764705882353,46.50177731554636,8476468,C,72.0,211.0,1993-03-14,USA,2011.0,1.0,15.0,L,23,"[52, 33, 59, 68, 27]","[42, 36, 55, 54, 61]","[46, 35, 31, 62, 11]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2016-2017,JT Brown,TBL,F,52.3,58.9,75.1,,53.2,14.7,9.3,21.1,19.2,43.0,77.9,49.2,70.8,48.2,27.8,202,174,106,,90.0,360,383,333,341,217,94,215,124,219,305,421,273,190,Fourth Line,64.0,663.7333333333333,3.0,3.0,6.0,4.7985244042083375,36.666666666666664,47.25099791070822,8476806,R,70.0,182.0,1990-07-02,USA,,,,R,26,"[None, 62, 37, 75, 32]","[None, 73, 57, 76, 44]","[None, 49, 61, 79, 73]","[None, 'TBL', 'TBL', 'TBL', 'TBL']"
2016-2017,Jack Eichel,BUF,F,60.1,45.4,4.8,61.2,,83.6,58.0,53.7,73.4,96.7,5.5,33.5,16.6,27.3,73.6,169,231,402,107.0,,70,178,196,113,15,399,281,352,307,112,421,273,190,First Line,61.0,1215.1333333333334,24.0,33.0,57.0,20.461696396192735,45.67901234567901,47.41246753828378,8478403,C,74.0,208.0,1996-10-28,USA,2015.0,1.0,2.0,R,19,"[None, None, None, 53, 66]","[None, None, None, 25, 57]","[None, None, None, 4, 6]","[None, None, None, 'BUF', 'BUF']"
2016-2017,Jack Skille,VAN,F,22.6,18.5,33.3,,,32.3,55.6,81.9,38.0,57.7,82.7,77.2,81.2,2.1,25.2,327,344,282,,,286,188,77,262,163,74,97,80,413,316,421,273,190,Fringe,55.0,483.95,5.0,4.0,9.0,6.512905970033399,50.0,48.22845586582696,8471681,R,73.0,216.0,1987-05-19,USA,2005.0,1.0,7.0,R,29,"[58, None, 31, 31, 24]","[27, None, 29, 16, 27]","[60, None, 34, 30, 38]","['FLA', None, 'CBJ', 'COL', 'VAN']"
2016-2017,Jacob Josefson,NJD,F,23.5,21.1,74.8,51.3,,12.6,1.0,39.7,24.9,29.5,57.2,81.7,84.8,13.5,11.2,323,333,107,134.0,,369,418,255,317,260,181,78,65,365,375,421,273,190,Fourth Line,38.0,465.4,1.0,9.0,10.0,4.665722073179736,48.38709677419355,47.82693839613361,8475185,C,72.0,196.0,1991-03-02,SWE,2009.0,1.0,20.0,L,25,"[44, None, 14, 49, 19]","[24, None, 24, 17, 33]","[64, None, 66, 91, 53]","['NJD', None, 'NJD', 'NJD', 'NJD']"
2016-2017,Jaden Schwartz,STL,F,76.7,72.2,91.0,62.6,66.8,56.5,66.5,62.2,86.7,39.9,32.3,79.8,65.1,86.2,87.6,99,118,39,103.0,64.0,184,142,160,57,227,286,86,148,59,53,421,273,190,First Line,78.0,1474.7,19.0,36.0,55.0,22.41922681302098,61.1764705882353,55.757040268289856,8475768,L,70.0,185.0,1992-06-25,CAN,2010.0,1.0,14.0,L,24,"[70, 84, 79, 53, 82]","[31, 68, 72, 55, 77]","[87, 96, 75, 71, 94]","['STL', 'STL', 'STL', 'STL', 'STL']"
2016-2017,Jake Guentzel,PIT,F,71.7,67.5,27.3,28.2,,93.6,99.8,97.6,97.1,77.4,73.9,85.0,79.6,86.5,41.6,120,138,307,197.0,,28,2,11,13,91,111,64,87,58,247,421,273,190,Second Line,40.0,635.4333333333333,16.0,17.0,33.0,10.160092704541139,56.92307692307692,52.096675661665415,8477404,C,71.0,176.0,1994-10-06,USA,2013.0,3.0,77.0,L,21,"[None, None, None, None, 72]","[None, None, None, None, 67]","[None, None, None, None, 26]","[None, None, None, None, 'PIT']"
